FROM_CURRENCY|TO_CURRENCY|RATE_DATE|RATE_TYPE|CONVERSION_RATE|INVERSE_RATE
INR|SGD|31-MAY-2022|"Monthly Average"|0.01788715|55.90606
INR|SGD|31-OCT-2021|"Monthly Average"|0.018042854|55.4236
INR|SGD|31-OCT-2021|Corporate|0.01800163|55.55053
INR|SGD|31-OCT-2021|Spot|0.01799954|55.55698
INR|USD|01-APR-2022|Spot|0.013175147|75.90048
INR|USD|01-DEC-2021|Spot|0.013306149|75.15322
INR|USD|01-FEB-2022|Spot|0.013401835|74.61665
INR|USD|01-JAN-2022|Spot|0.013422879|74.49967
INR|USD|01-JUN-2022|Spot|0.012881168|77.63271
INR|USD|01-MAR-2022|Spot|0.013248201|75.48195
INR|USD|01-NOV-2021|Spot|0.0133462|74.92769
INR|USD|01-OCT-2021|Spot|0.013479|74.18948
INR|USD|02-APR-2022|Spot|0.013159428|75.99114
INR|USD|02-DEC-2021|Spot|0.013362687|74.83525
INR|USD|02-FEB-2022|Spot|0.013365007|74.82226
INR|USD|02-JAN-2022|Spot|0.013421617|74.50667
INR|USD|02-JUN-2022|Spot|0.012885322|77.60768
INR|USD|02-MAR-2022|Spot|0.013182413|75.85865
INR|USD|02-NOV-2021|Spot|0.013362865|74.83425
INR|USD|02-OCT-2021|Spot|0.013480573|74.18082
INR|USD|03-APR-2022|Spot|0.013161723|75.97789
INR|USD|03-DEC-2021|Spot|0.013346194|74.92773
INR|USD|03-FEB-2022|Spot|0.013370179|74.79331
INR|USD|03-JAN-2022|Spot|0.01341678|74.53353
INR|USD|03-JUN-2022|Spot|0.012917621|77.41364
INR|USD|03-MAR-2022|Spot|0.013226927|75.60335
INR|USD|03-NOV-2021|Spot|0.013397618|74.64013
INR|USD|03-OCT-2021|Spot|0.013486167|74.15005
INR|USD|04-APR-2022|Spot|0.013161457|75.97943
INR|USD|04-DEC-2021|Spot|0.013289789|75.24574
INR|USD|04-FEB-2022|Spot|0.013384473|74.71344
INR|USD|04-JAN-2022|Spot|0.013440932|74.3996
INR|USD|04-JUN-2022|Spot|0.012873968|77.67613
INR|USD|04-MAR-2022|Spot|0.013164766|75.96033
INR|USD|04-NOV-2021|Spot|0.013416592|74.53458
INR|USD|04-OCT-2021|Spot|0.013485103|74.1559
INR|USD|05-APR-2022|Spot|0.013254204|75.44776
INR|USD|05-DEC-2021|Spot|0.013294294|75.22024
INR|USD|05-FEB-2022|Spot|0.013397271|74.64207
INR|USD|05-JAN-2022|Spot|0.0134187|74.52287
INR|USD|05-JUN-2022|Spot|0.012880734|77.63533
INR|USD|05-MAR-2022|Spot|0.013081103|76.44615
INR|USD|05-NOV-2021|Spot|0.013415625|74.53995
INR|USD|05-OCT-2021|Spot|0.013423569|74.49584
INR|USD|06-APR-2022|Spot|0.013270943|75.3526
INR|USD|06-DEC-2021|Spot|0.013270701|75.35397
INR|USD|06-FEB-2022|Spot|0.013395153|74.65387
INR|USD|06-JAN-2022|Spot|0.013458098|74.3047
INR|USD|06-JUN-2022|Spot|0.012881631|77.62992
INR|USD|06-MAR-2022|Spot|0.013086917|76.41219
INR|USD|06-NOV-2021|Spot|0.013472422|74.2257
INR|USD|06-OCT-2021|Spot|0.013417183|74.53129
INR|USD|07-APR-2022|Spot|0.013169881|75.93083
INR|USD|07-DEC-2021|Spot|0.013264938|75.38671
INR|USD|07-FEB-2022|Spot|0.013393055|74.66556
INR|USD|07-JAN-2022|Spot|0.013440613|74.40137
INR|USD|07-JUN-2022|Spot|0.012851406|77.8125
INR|USD|07-MAR-2022|Spot|0.013084767|76.42475
INR|USD|07-NOV-2021|Spot|0.013478131|74.19426
INR|USD|07-OCT-2021|Spot|0.013360058|74.84997
INR|USD|08-APR-2022|Spot|0.013171636|75.92071
INR|USD|08-DEC-2021|Spot|0.01326548|75.38363
INR|USD|08-FEB-2022|Spot|0.01339033|74.68076
INR|USD|08-JAN-2022|Spot|0.013464986|74.26669
INR|USD|08-JUN-2022|Spot|0.012875033|77.6697
INR|USD|08-MAR-2022|Spot|0.012999025|76.92885
INR|USD|08-NOV-2021|Spot|0.013477257|74.19907
INR|USD|08-OCT-2021|Spot|0.013360645|74.84669
INR|USD|09-APR-2022|Spot|0.013169943|75.93047
INR|USD|09-DEC-2021|Spot|0.013259971|75.41495
INR|USD|09-FEB-2022|Spot|0.013383739|74.71754
INR|USD|09-JAN-2022|Spot|0.013464477|74.2695
INR|USD|09-JUN-2022|Spot|0.012879785|77.64105
INR|USD|09-MAR-2022|Spot|0.012974615|77.07358
INR|USD|09-NOV-2021|Spot|0.01352694|73.92655
INR|USD|09-OCT-2021|Spot|0.01331608|75.09718
INR|USD|10-APR-2022|Spot|0.013167944|75.942
INR|USD|10-DEC-2021|Spot|0.013229091|75.59098
INR|USD|10-FEB-2022|Spot|74.827312461|0.01336
INR|USD|10-JAN-2022|Spot|0.013460854|74.28949
INR|USD|10-JUN-2022|Spot|0.012844512|77.85426
INR|USD|10-MAR-2022|Spot|0.013096461|76.35651
INR|USD|10-NOV-2021|Spot|0.013497372|74.0885
INR|USD|10-OCT-2021|Spot|0.013297516|75.20202
INR|USD|11-APR-2022|Spot|0.013168849|75.93678
INR|USD|11-DEC-2021|Spot|0.013212017|75.68867
INR|USD|11-FEB-2022|Spot|0.013315177|75.10227
INR|USD|11-JAN-2022|Spot|0.013502661|74.05948
INR|USD|11-JUN-2022|Spot|0.012804211|78.09931
INR|USD|11-MAR-2022|Spot|0.013087339|76.40973
INR|USD|11-NOV-2021|Spot|0.013446487|74.36887
INR|USD|11-OCT-2021|Spot|0.013304305|75.16364
INR|USD|12-APR-2022|Spot|0.013177263|75.88829
INR|USD|12-DEC-2021|Spot|0.013195152|75.78541
INR|USD|12-FEB-2022|Spot|0.013268768|75.36495
INR|USD|12-JAN-2022|Spot|0.013548689|73.80788
INR|USD|12-JUN-2022|Spot|0.012798756|78.13259
INR|USD|12-MAR-2022|Spot|0.013053191|76.60962
INR|USD|12-NOV-2021|Spot|0.013455511|74.31899
INR|USD|12-OCT-2021|Spot|0.013255506|75.44035
INR|USD|13-APR-2022|Spot|0.013146776|76.06428
INR|USD|13-DEC-2021|Spot|0.013207042|75.71718
INR|USD|13-FEB-2022|Spot|0.013254117|75.44826
INR|USD|13-JAN-2022|Spot|0.013553054|73.78411
INR|USD|13-JUN-2022|Spot|0.012797778|78.13856
INR|USD|13-MAR-2022|Spot|0.01304083|76.68224
INR|USD|13-NOV-2021|Spot|0.01343941|74.40803
INR|USD|13-OCT-2021|Spot|0.013252269|75.45878
INR|USD|14-APR-2022|Spot|0.013131039|76.15544
INR|USD|14-DEC-2021|Spot|0.013193122|75.79707
INR|USD|14-FEB-2022|Spot|0.01327227|75.34506
INR|USD|14-JAN-2022|Spot|0.013522703|73.94971
INR|USD|14-JUN-2022|Spot|0.012801217|78.11757
INR|USD|14-MAR-2022|Spot|0.01304099|76.68129
INR|USD|14-MAY-2022|Spot|0.012914267|77.43374
INR|USD|14-NOV-2021|Spot|0.013450444|74.34699
INR|USD|14-OCT-2021|Spot|0.013276393|75.32166
INR|USD|15-APR-2022|Spot|0.013113818|76.25544
INR|USD|15-DEC-2021|Spot|0.013148691|76.0532
INR|USD|15-FEB-2022|Spot|0.013218554|75.65124
INR|USD|15-JAN-2022|Spot|0.013496661|74.0924
INR|USD|15-JUN-2022|Spot|0.012815624|78.02975
INR|USD|15-MAR-2022|Spot|0.013075674|76.47789
INR|USD|15-MAY-2022|Spot|0.012910781|77.45465
INR|USD|15-NOV-2021|Spot|0.013434587|74.43474
INR|USD|15-OCT-2021|Spot|0.013321115|75.06879
INR|USD|16-DEC-2021|Spot|0.013083877|76.42995
INR|USD|16-FEB-2022|Spot|0.013292203|75.23207
INR|USD|16-JAN-2022|Spot|0.013482051|74.17269
INR|USD|16-MAR-2022|Spot|0.013085437|76.42083
INR|USD|16-MAY-2022|Spot|0.012904217|77.49405
INR|USD|16-NOV-2021|Spot|0.013445531|74.37415
INR|USD|16-OCT-2021|Spot|0.013338234|74.97244
INR|USD|17-DEC-2021|Spot|0.013119299|76.22358
INR|USD|17-FEB-2022|Spot|75.039423622|0.01333
INR|USD|17-JAN-2022|Spot|0.013481547|74.17546
INR|USD|17-MAR-2022|Spot|0.013123057|76.20176
INR|USD|17-MAY-2022|Spot|0.012845978|77.84538
INR|USD|17-NOV-2021|Spot|0.01342818|74.47026
INR|USD|17-OCT-2021|Spot|0.013321487|75.06669
INR|USD|18-DEC-2021|Spot|0.013140571|76.10019
INR|USD|18-FEB-2022|Spot|75.054366639|0.01332
INR|USD|18-JAN-2022|Spot|0.013458425|74.3029
INR|USD|18-MAR-2022|Spot|0.013168462|75.93901
INR|USD|18-NOV-2021|Spot|0.013448235|74.3592
INR|USD|18-OCT-2021|Spot|0.013326536|75.03825
INR|USD|19-DEC-2021|Spot|0.013152904|76.02884
INR|USD|19-FEB-2022|Spot|0.013393129|74.66515
INR|USD|19-JAN-2022|Spot|0.013410273|74.5697
INR|USD|19-MAR-2022|Spot|0.013146745|76.06446
INR|USD|19-MAY-2022|Spot|0.012866027|77.72407
INR|USD|19-NOV-2021|Spot|0.013466488|74.25841
INR|USD|19-OCT-2021|Spot|0.01327769|75.31431
INR|USD|20-DEC-2021|Spot|0.013157895|76
INR|USD|20-FEB-2022|Spot|0.013389234|74.68687
INR|USD|20-JAN-2022|Spot|0.013442787|74.38934
INR|USD|20-MAR-2022|Spot|0.01315232|76.03221
INR|USD|20-MAY-2022|Spot|0.012908333|77.46934
INR|USD|20-NOV-2021|Spot|0.013459193|74.29866
INR|USD|20-OCT-2021|Spot|0.013315512|75.10038
INR|USD|21-DEC-2021|Spot|0.013191323|75.80741
INR|USD|21-FEB-2022|Spot|0.013389439|74.68573
INR|USD|21-JAN-2022|Spot|0.013453544|74.32986
INR|USD|21-MAR-2022|Spot|0.013162881|75.97121
INR|USD|21-NOV-2021|Spot|0.013470787|74.23471
INR|USD|21-OCT-2021|Spot|0.013363442|74.83102
INR|USD|22-DEC-2021|Spot|0.013210967|75.69469
INR|USD|22-FEB-2022|Spot|74.487953485|0.01342
INR|USD|22-JAN-2022|Spot|0.013455048|74.32155
INR|USD|22-MAR-2022|Spot|0.013119321|76.22346
INR|USD|22-OCT-2021|Spot|0.013371475|74.78607
INR|USD|23-DEC-2021|Spot|0.013247943|75.48342
INR|USD|23-FEB-2022|Spot|0.013389049|74.6879
INR|USD|23-JAN-2022|Spot|0.013438878|74.41097
INR|USD|23-MAR-2022|Spot|0.013141282|76.09608
INR|USD|23-OCT-2021|Spot|0.013342014|74.9512
INR|USD|24-DEC-2021|Spot|0.013323179|75.05716
INR|USD|24-FEB-2022|Spot|0.013402558|74.61262
INR|USD|24-JAN-2022|Spot|0.013438982|74.4104
INR|USD|24-MAR-2022|Spot|0.013076972|76.4703
INR|USD|24-MAY-2022|Spot|0.012901402|77.51096
INR|USD|24-NOV-2021|Spot|0.013424222|74.49221
INR|USD|24-OCT-2021|Spot|0.013330096|75.01821
INR|USD|25-DEC-2021|Spot|0.013326547|75.03819
INR|USD|25-FEB-2022|Spot|0.013215881|75.66654
INR|USD|25-JAN-2022|Spot|0.013381538|74.72983
INR|USD|25-MAR-2022|Spot|0.013119462|76.22264
INR|USD|25-MAY-2022|Spot|0.01289956|77.52202
INR|USD|25-NOV-2021|Spot|0.013406712|74.5895
INR|USD|25-OCT-2021|Spot|0.013332501|75.00468
INR|USD|26-DEC-2021|Spot|0.013322195|75.06271
INR|USD|26-FEB-2022|Spot|0.013316551|75.09452
INR|USD|26-JAN-2022|Spot|0.013375413|74.76405
INR|USD|26-MAR-2022|Spot|0.013112178|76.26498
INR|USD|26-MAY-2022|Spot|0.012888682|77.58745
INR|USD|26-NOV-2021|Spot|0.013422064|74.50419
INR|USD|26-OCT-2021|Spot|0.013324847|75.04777
INR|USD|27-DEC-2021|Spot|0.013306517|75.15115
INR|USD|27-FEB-2022|Spot|0.013316698|75.09369
INR|USD|27-JAN-2022|Spot|0.013349624|74.90848
INR|USD|27-MAR-2022|Spot|0.01311086|76.27265
INR|USD|27-MAY-2022|Spot|0.012873836|77.67693
INR|USD|27-NOV-2021|Spot|0.013340347|74.96057
INR|USD|27-OCT-2021|Spot|0.013342743|74.94711
INR|USD|28-DEC-2021|Spot|0.013343586|74.94237
INR|USD|28-FEB-2022|Spot|0.013313886|75.10955
INR|USD|28-FEB-2022|Corporate|0.013248201|75.48195
INR|USD|28-FEB-2022|"Monthly Average"|0.013341132|74.95616
INR|USD|28-JAN-2022|Spot|0.013298234|75.19795
INR|USD|28-MAR-2022|Spot|0.013110256|76.27616
INR|USD|28-MAY-2022|Spot|0.012886281|77.60191
INR|USD|28-NOV-2021|Spot|0.013328866|75.02514
INR|USD|28-OCT-2021|Spot|0.013329348|75.02242
INR|USD|29-DEC-2021|Spot|0.013389162|74.68727
INR|USD|29-JAN-2022|Spot|0.013336169|74.98405
INR|USD|29-MAR-2022|Spot|0.013140644|76.09977
INR|USD|29-MAY-2022|Spot|0.012886618|77.59988
INR|USD|29-NOV-2021|Spot|0.013327847|75.03087
INR|USD|30-APR-2022|Corporate|0.013066511|76.53152
INR|USD|30-APR-2022|"Monthly Average"|0.013125982|76.18478
INR|USD|30-DEC-2021|Spot|0.013411488|74.56294
INR|USD|30-JAN-2022|Spot|0.0133232|75.05704
INR|USD|30-MAR-2022|Spot|0.013226753|75.60435
INR|USD|30-NOV-2021|"Monthly Average"|0.013427792|74.47241
INR|USD|30-NOV-2021|Spot|0.013310071|75.13108
INR|USD|30-NOV-2021|Corporate|0.013306149|75.15322
INR|USD|30-OCT-2021|Spot|0.013333729|74.99777
INR|USD|30-SEP-2021|Corporate|0.013479|74.18948
INR|USD|31-AUG-2021|Corporate|0.013703|72.97672
INR|USD|31-DEC-2021|Corporate|0.013422879|74.49967
INR|USD|31-DEC-2021|Spot|0.013435281|74.4309
INR|USD|31-DEC-2021|"Monthly Average"|0.013258422|75.42376
INR|USD|31-JAN-2022|Corporate|0.013401835|74.61665
INR|USD|31-JAN-2022|"Monthly Average"|0.013431756|74.45043
INR|USD|31-JAN-2022|Spot|0.013323217|75.05695
INR|USD|31-JUL-2021|Corporate|0.013444|74.38262
INR|USD|31-MAR-2022|Corporate|0.013175147|75.90048
INR|USD|31-MAR-2022|"Monthly Average"|0.01312026|76.218
INR|USD|31-MAR-2022|Spot|0.013195857|75.78136
INR|USD|31-MAY-2022|Spot|0.012893556|77.55812
INR|USD|31-MAY-2022|"Monthly Average"|0.012937882|77.2924
INR|USD|31-MAY-2022|Corporate|0.012881168|77.63271
INR|USD|31-OCT-2021|Spot|0.013344692|74.93616
INR|USD|31-OCT-2021|"Monthly Average"|0.013349529|74.90901
INR|USD|31-OCT-2021|Corporate|0.0133462|74.92769
NZD|AUD|01-APR-2022|Spot|0.926003767|1.07991
NZD|AUD|01-DEC-2021|Spot|0.956656923|1.04531
NZD|AUD|01-FEB-2022|Spot|0.931346496|1.07371
NZD|AUD|01-JAN-2022|Spot|0.941893619|1.06169
NZD|AUD|01-JUN-2022|Spot|0.907153726|1.10235
NZD|AUD|01-MAR-2022|Spot|0.93266304|1.0722
NZD|AUD|01-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|01-NOV-2021|Spot|0.953161831|1.04914
NZD|AUD|01-OCT-2021|Spot|0.954535|1.04763
NZD|AUD|02-APR-2022|Spot|0.922597769|1.0839
NZD|AUD|02-DEC-2021|Spot|0.958505303|1.04329
NZD|AUD|02-FEB-2022|Spot|0.931099271|1.074
NZD|AUD|02-JAN-2022|Spot|0.941544832|1.06208
NZD|AUD|02-JUN-2022|Spot|0.903218698|1.10715
NZD|AUD|02-MAR-2022|Spot|0.932065391|1.07289
NZD|AUD|02-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|02-NOV-2021|Spot|0.954989963|1.04713
NZD|AUD|02-OCT-2021|Spot|0.954582053|1.04758
NZD|AUD|03-APR-2022|Spot|0.924350076|1.08184
NZD|AUD|03-DEC-2021|Spot|0.960611832|1.041
NZD|AUD|03-FEB-2022|Spot|0.930067872|1.07519
NZD|AUD|03-JAN-2022|Spot|0.940581395|1.06317
NZD|AUD|03-JUN-2022|Spot|0.903238154|1.10713
NZD|AUD|03-MAR-2022|Spot|0.930783985|1.07436
NZD|AUD|03-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|03-NOV-2021|Spot|0.956054387|1.04597
NZD|AUD|03-OCT-2021|Spot|0.956309673|1.04569
NZD|AUD|04-APR-2022|Spot|0.923785047|1.0825
NZD|AUD|04-DEC-2021|Spot|0.962936203|1.03849
NZD|AUD|04-FEB-2022|Spot|0.93285562|1.07198
NZD|AUD|04-JAN-2022|Spot|0.943237486|1.06018
NZD|AUD|04-JUN-2022|Spot|0.902580802|1.10793
NZD|AUD|04-MAR-2022|Spot|0.927706779|1.07793
NZD|AUD|04-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|04-NOV-2021|Spot|0.960578657|1.04104
NZD|AUD|04-OCT-2021|Spot|0.956970831|1.04496
NZD|AUD|05-APR-2022|Spot|0.92249906|1.08401
NZD|AUD|05-DEC-2021|Spot|0.963825584|1.03753
NZD|AUD|05-FEB-2022|Spot|0.934096084|1.07055
NZD|AUD|05-JAN-2022|Spot|0.940035554|1.06379
NZD|AUD|05-JUN-2022|Spot|0.904572406|1.10549
NZD|AUD|05-MAR-2022|Spot|0.929919932|1.07536
NZD|AUD|05-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|05-NOV-2021|Spot|0.960545126|1.04108
NZD|AUD|05-OCT-2021|Spot|0.956068544|1.04595
NZD|AUD|06-APR-2022|Spot|0.917056983|1.09044
NZD|AUD|06-DEC-2021|Spot|0.964439233|1.03687
NZD|AUD|06-FEB-2022|Spot|0.936065679|1.0683
NZD|AUD|06-JAN-2022|Spot|0.940116982|1.0637
NZD|AUD|06-JUN-2022|Spot|0.910133442|1.09874
NZD|AUD|06-MAR-2022|Spot|0.930496986|1.07469
NZD|AUD|06-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|06-NOV-2021|Spot|0.961406291|1.04014
NZD|AUD|06-OCT-2021|Spot|0.955348257|1.04674
NZD|AUD|07-APR-2022|Spot|0.919328609|1.08775
NZD|AUD|07-DEC-2021|Spot|0.958057699|1.04378
NZD|AUD|07-FEB-2022|Spot|0.938169433|1.06591
NZD|AUD|07-JAN-2022|Spot|0.941600289|1.06202
NZD|AUD|07-JUN-2022|Spot|0.901692417|1.10903
NZD|AUD|07-MAR-2022|Spot|0.931343711|1.07372
NZD|AUD|07-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|07-NOV-2021|Spot|0.961896787|1.03961
NZD|AUD|07-OCT-2021|Spot|0.952320811|1.05007
NZD|AUD|08-APR-2022|Spot|0.921779399|1.08486
NZD|AUD|08-DEC-2021|Spot|0.957461628|1.04443
NZD|AUD|08-FEB-2022|Spot|0.93094635|1.07418
NZD|AUD|08-JAN-2022|Spot|0.943404956|1.05999
NZD|AUD|08-JUN-2022|Spot|0.897875166|1.11374
NZD|AUD|08-MAR-2022|Spot|0.932131011|1.07281
NZD|AUD|08-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|08-NOV-2021|Spot|0.961440783|1.04011
NZD|AUD|08-OCT-2021|Spot|0.947765315|1.05511
NZD|AUD|09-APR-2022|Spot|0.918341965|1.08892
NZD|AUD|09-DEC-2021|Spot|0.949557645|1.05312
NZD|AUD|09-FEB-2022|Spot|0.931012814|1.0741
NZD|AUD|09-JAN-2022|Spot|0.944290717|1.059
NZD|AUD|09-JUN-2022|Spot|0.896307912|1.11569
NZD|AUD|09-MAR-2022|Spot|0.938138963|1.06594
NZD|AUD|09-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|09-NOV-2021|Spot|0.965857976|1.03535
NZD|AUD|09-OCT-2021|Spot|0.948505179|1.05429
NZD|AUD|10-APR-2022|Spot|0.919262097|1.08783
NZD|AUD|10-DEC-2021|Spot|0.949095639|1.05363
NZD|AUD|10-FEB-2022|Spot|1.074164296|0.93096
NZD|AUD|10-JAN-2022|Spot|0.944393431|1.05888
NZD|AUD|10-JUN-2022|Spot|0.899554185|1.11166
NZD|AUD|10-MAR-2022|Spot|0.935025513|1.06949
NZD|AUD|10-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|10-NOV-2021|Spot|0.966159425|1.03503
NZD|AUD|10-OCT-2021|Spot|0.94828773|1.05453
NZD|AUD|11-APR-2022|Spot|0.920837446|1.08597
NZD|AUD|11-DEC-2021|Spot|0.947291568|1.05564
NZD|AUD|11-FEB-2022|Spot|0.928789733|1.07667
NZD|AUD|11-JAN-2022|Spot|0.941816055|1.06178
NZD|AUD|11-JUN-2022|Spot|0.902190584|1.10841
NZD|AUD|11-MAR-2022|Spot|0.932598736|1.07227
NZD|AUD|11-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|11-NOV-2021|Spot|0.96314351|1.03827
NZD|AUD|11-OCT-2021|Spot|0.949104903|1.05362
NZD|AUD|12-APR-2022|Spot|0.919779568|1.08722
NZD|AUD|12-DEC-2021|Spot|0.947575618|1.05532
NZD|AUD|12-FEB-2022|Spot|0.930943607|1.07418
NZD|AUD|12-JAN-2022|Spot|0.941240447|1.06243
NZD|AUD|12-JUN-2022|Spot|0.899506336|1.11172
NZD|AUD|12-MAR-2022|Spot|0.933319806|1.07144
NZD|AUD|12-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|12-NOV-2021|Spot|0.962706785|1.03874
NZD|AUD|12-OCT-2021|Spot|0.944398404|1.05888
NZD|AUD|13-APR-2022|Spot|0.919690485|1.08732
NZD|AUD|13-DEC-2021|Spot|0.947700487|1.05519
NZD|AUD|13-FEB-2022|Spot|0.932429057|1.07247
NZD|AUD|13-JAN-2022|Spot|0.94071788|1.06302
NZD|AUD|13-JUN-2022|Spot|0.902589394|1.10792
NZD|AUD|13-MAR-2022|Spot|0.933927901|1.07075
NZD|AUD|13-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|13-NOV-2021|Spot|0.961296591|1.04026
NZD|AUD|13-OCT-2021|Spot|0.942958859|1.06049
NZD|AUD|14-APR-2022|Spot|0.913332907|1.09489
NZD|AUD|14-DEC-2021|Spot|0.948514252|1.05428
NZD|AUD|14-FEB-2022|Spot|0.931312066|1.07375
NZD|AUD|14-JAN-2022|Spot|0.942751871|1.06072
NZD|AUD|14-JUN-2022|Spot|0.903495944|1.10681
NZD|AUD|14-MAR-2022|Spot|0.932664634|1.0722
NZD|AUD|14-MAY-2022|Spot|0.904888919|1.10511
NZD|AUD|14-NOV-2021|Spot|0.960757651|1.04085
NZD|AUD|14-OCT-2021|Spot|0.94365704|1.05971
NZD|AUD|15-APR-2022|Spot|0.914848534|1.09308
NZD|AUD|15-DEC-2021|Spot|0.949633821|1.05304
NZD|AUD|15-FEB-2022|Spot|0.927845593|1.07777
NZD|AUD|15-JAN-2022|Spot|0.942705595|1.06078
NZD|AUD|15-JUN-2022|Spot|0.903319492|1.10703
NZD|AUD|15-MAR-2022|Spot|0.938101319|1.06598
NZD|AUD|15-MAY-2022|Spot|0.905278885|1.10463
NZD|AUD|15-NOV-2021|Spot|0.960509227|1.04111
NZD|AUD|15-OCT-2021|Spot|0.947218775|1.05572
NZD|AUD|16-APR-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|16-DEC-2021|Spot|0.945396173|1.05776
NZD|AUD|16-FEB-2022|Spot|0.928559528|1.07694
NZD|AUD|16-JAN-2022|Spot|0.943822733|1.05952
NZD|AUD|16-MAR-2022|Spot|0.941354675|1.0623
NZD|AUD|16-MAY-2022|Spot|0.902538452|1.10799
NZD|AUD|16-NOV-2021|Spot|0.959270956|1.04246
NZD|AUD|16-OCT-2021|Spot|0.953439715|1.04883
NZD|AUD|17-APR-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|17-DEC-2021|Spot|0.946936157|1.05604
NZD|AUD|17-FEB-2022|Spot|1.076862429|0.92862
NZD|AUD|17-JAN-2022|Spot|0.942977278|1.06047
NZD|AUD|17-MAR-2022|Spot|0.938591061|1.06543
NZD|AUD|17-MAY-2022|Spot|0.905066197|1.10489
NZD|AUD|17-NOV-2021|Spot|0.956735529|1.04522
NZD|AUD|17-OCT-2021|Spot|0.953350652|1.04893
NZD|AUD|18-APR-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|18-DEC-2021|Spot|0.944938251|1.05827
NZD|AUD|18-FEB-2022|Spot|1.074121078|0.93099
NZD|AUD|18-JAN-2022|Spot|0.94263957|1.06085
NZD|AUD|18-MAR-2022|Spot|0.933124146|1.07167
NZD|AUD|18-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|18-NOV-2021|Spot|0.962139657|1.03935
NZD|AUD|18-OCT-2021|Spot|0.952952274|1.04937
NZD|AUD|19-APR-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|19-DEC-2021|Spot|0.946046066|1.05703
NZD|AUD|19-FEB-2022|Spot|0.933050193|1.07175
NZD|AUD|19-JAN-2022|Spot|0.941796579|1.0618
NZD|AUD|19-MAR-2022|Spot|0.931595564|1.07343
NZD|AUD|19-MAY-2022|Spot|0.904855652|1.10515
NZD|AUD|19-NOV-2021|Spot|0.966936594|1.03419
NZD|AUD|19-OCT-2021|Spot|0.954545084|1.04762
NZD|AUD|20-APR-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|20-DEC-2021|Spot|0.945090399|1.0581
NZD|AUD|20-FEB-2022|Spot|0.933464598|1.07128
NZD|AUD|20-JAN-2022|Spot|0.940112299|1.0637
NZD|AUD|20-MAR-2022|Spot|0.930647677|1.07452
NZD|AUD|20-MAY-2022|Spot|0.906929431|1.10262
NZD|AUD|20-NOV-2021|Spot|0.967086496|1.03403
NZD|AUD|20-OCT-2021|Spot|0.957442434|1.04445
NZD|AUD|21-APR-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|21-DEC-2021|Spot|0.943913616|1.05942
NZD|AUD|21-FEB-2022|Spot|0.933141739|1.07165
NZD|AUD|21-JAN-2022|Spot|0.935064748|1.06944
NZD|AUD|21-MAR-2022|Spot|0.931120139|1.07398
NZD|AUD|21-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|21-NOV-2021|Spot|0.966852236|1.03428
NZD|AUD|21-OCT-2021|Spot|0.958527882|1.04327
NZD|AUD|22-APR-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|22-DEC-2021|Spot|0.946254914|1.0568
NZD|AUD|22-FEB-2022|Spot|1.072223563|0.93264
NZD|AUD|22-JAN-2022|Spot|0.934462409|1.07013
NZD|AUD|22-MAR-2022|Spot|0.930603252|1.07457
NZD|AUD|22-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|22-OCT-2021|Spot|0.957154799|1.04476
NZD|AUD|23-APR-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|23-DEC-2021|Spot|0.944866714|1.05835
NZD|AUD|23-FEB-2022|Spot|0.934096456|1.07055
NZD|AUD|23-JAN-2022|Spot|0.934305282|1.07031
NZD|AUD|23-MAR-2022|Spot|0.933421292|1.07133
NZD|AUD|23-MAY-2022|Spot|0.9174311926605504587155963302752293578|1.09
NZD|AUD|23-OCT-2021|Spot|0.956840824|1.04511
NZD|AUD|24-APR-2022|Spot|0.9174311926605504587155963302752293578|1.09
